Timestamp,gyro.xRaw,gyro.yRaw,gyro.zRaw,motor.m1,motor.m3,pm.vbat
7570599,-5,24,15,0,0,4.101466178894043
7570609,-2,29,20,0,0,4.101466178894043
7570619,-11,23,22,0,0,4.101466178894043
7570629,-15,22,30,0,0,4.101466178894043
7570639,-14,35,29,0,0,4.101466178894043
7570649,-8,13,34,0,0,4.101466178894043
7570659,-1,26,35,0,0,4.101466178894043
7570669,6,26,35,0,0,4.101466178894043
7570679,6,19,37,0,0,4.101466178894043
7570689,-2,23,45,0,0,4.101466178894043
7570699,-7,27,50,0,0,4.101466178894043
7570709,-17,27,50,0,0,4.101466178894043
7570719,-14,25,56,0,0,4.101466178894043
7570729,-11,21,57,0,0,4.101466178894043
7570739,-7,32,64,0,0,4.101466178894043
7570749,4,40,66,0,0,4.101466178894043
7570759,5,35,69,0,0,4.101466178894043
7570769,-6,37,74,0,0,4.101466178894043
7570779,-7,40,71,0,0,4.101466178894043
7570789,-12,38,76,0,0,4.101466178894043
7570799,-9,44,81,0,0,4.101466178894043
7570809,-7,46,87,0,0,4.101466178894043
7570819,2,41,81,0,0,4.101466178894043
7570829,-1,43,92,0,0,4.101466178894043
7570839,-3,45,96,0,0,4.101466178894043
7570849,3,42,97,0,0,4.101466178894043
7570859,3,44,95,0,0,4.101466178894043
7570869,-2,43,97,0,0,4.101466178894043
7570879,-7,36,106,0,0,4.101466178894043
7570889,-8,22,102,0,0,4.101466178894043
7570899,7,30,101,0,0,4.101466178894043
7570909,11,20,109,0,0,4.101466178894043
7570919,1,15,112,0,0,4.101466178894043
7570929,1,24,112,0,0,4.106744766235352
7570939,6,12,112,0,0,4.101466178894043
7570949,3,1,115,0,0,4.101466178894043
7570959,3,-8,113,0,0,4.101466178894043
7570969,7,2,114,0,0,4.101466178894043
7570979,8,-7,119,0,0,4.101466178894043
7570989,17,-12,119,0,0,4.101466178894043
7570999,13,-16,114,0,0,4.101466178894043
7571009,11,-16,123,0,0,4.101466178894043
7571019,8,-23,127,0,0,4.101466178894043
7571029,7,-29,129,0,0,4.101466178894043
7571039,3,-22,124,0,0,4.101466178894043
7571049,13,-25,126,0,0,4.101466178894043
7571059,8,-27,129,0,0,4.101466178894043
7571069,13,-21,126,0,0,4.101466178894043
7571079,13,-32,132,0,0,4.101466178894043
7571089,16,-30,131,0,0,4.101466178894043
7571099,9,-21,139,0,0,4.101466178894043
7571109,2,-19,132,0,0,4.101466178894043
7571119,17,-19,130,0,0,4.101466178894043
7571129,13,-14,135,0,0,4.101466178894043
7571139,21,-20,129,0,0,4.101466178894043
7571149,17,-19,134,0,0,4.101466178894043
7571159,16,-19,131,0,0,4.101466178894043
7571169,19,-15,132,0,0,4.101466178894043
7571179,10,-18,128,0,0,4.101466178894043
7571189,13,-17,128,0,0,4.101466178894043
7571199,1,-19,136,0,0,4.101466178894043
7571209,16,-17,136,0,0,4.101466178894043
7571219,17,-23,133,0,0,4.101466178894043
7571229,23,-19,126,0,0,4.101466178894043
7571239,22,-30,128,0,0,4.101466178894043
7571249,16,-28,126,0,0,4.101466178894043
7571259,19,-31,138,0,0,4.101466178894043
7571269,15,-33,125,0,0,4.101466178894043
7571279,15,-38,127,0,0,4.106744766235352
7571289,13,-39,123,0,0,4.101466178894043
7571299,21,-44,130,0,0,4.101466178894043
7571309,16,-43,132,0,0,4.101466178894043
7571319,18,-52,120,0,0,4.101466178894043
7571329,17,-47,116,0,0,4.101466178894043
7571339,11,-57,116,0,0,4.101466178894043
7571349,15,-53,116,0,0,4.101466178894043
7571359,17,-56,112,0,0,4.101466178894043
7571369,19,-48,113,0,0,4.101466178894043
7571379,24,-42,116,0,0,4.101466178894043
7571389,13,-42,108,0,0,4.101466178894043
7571399,15,-38,107,0,0,4.101466178894043
7571409,10,-41,102,0,0,4.101466178894043
7571419,10,-36,105,0,0,4.101466178894043
7571429,7,-43,99,0,0,4.101466178894043
7571439,12,-24,98,0,0,4.101466178894043
7571449,8,-27,95,0,0,4.101466178894043
7571459,10,-25,96,0,0,4.101466178894043
7571469,2,-18,92,0,0,4.101466178894043
7571479,11,-11,88,0,0,4.101466178894043
7571489,4,-9,88,0,0,4.101466178894043
7571499,4,-5,92,0,0,4.101466178894043
7571509,9,-2,84,0,0,4.101466178894043
7571519,7,-1,78,0,0,4.101466178894043
7571529,6,-4,76,0,0,4.101466178894043
7571539,3,-5,69,0,0,4.101466178894043
7571549,0,7,68,0,0,4.101466178894043
7571559,8,6,67,0,0,4.101466178894043
7571569,8,13,65,0,0,4.101466178894043
7571579,0,13,61,0,0,4.101466178894043
7571589,2,11,56,0,0,4.101466178894043
7571599,1,7,55,0,0,4.101466178894043
7571609,0,9,47,0,0,4.101466178894043
7571619,-1,6,45,0,0,4.101466178894043
7571629,6,2,44,0,0,4.101466178894043
7571639,-7,2,38,0,0,4.101466178894043
7571649,1,6,45,42000,42000,4.101466178894043
7571659,-24,11,-598,42000,42000,4.101466178894043
7571669,-57,27,-1205,42000,42000,3.816422462463379
7571679,-137,-3,-1750,42000,42000,3.816422462463379
7571689,-190,2,-2217,42000,42000,3.790029287338257
7571699,-287,-44,-2689,42000,42000,3.8111438751220703
7571709,-341,-106,-3106,42000,42000,3.8375368118286133
7571719,-333,-90,-3450,42000,42000,3.8586511611938477
7571729,-371,-168,-3765,42000,42000,3.8744869232177734
7571739,-346,-187,-4048,42000,42000,3.8744869232177734
7571749,-399,-261,-4319,42000,42000,3.890322685241699
7571759,-443,-322,-4557,42000,42000,3.906158447265625
7571769,-527,-349,-4791,42000,42000,3.916715621948242
7571779,-621,-408,-4988,42000,42000,3.921994209289551
7571789,-714,-449,-5174,42000,42000,3.9272727966308594
7571799,-795,-468,-5341,42000,42000,3.9272727966308594
7571809,-886,-530,-5524,42000,42000,3.932551383972168
7571819,-965,-566,-5676,42000,42000,3.9378299713134766
7571829,-1036,-589,-5808,42000,42000,3.943108558654785
7571839,-1129,-601,-5971,42000,42000,3.943108558654785
7571849,-1237,-560,-6116,42000,42000,3.9483871459960938
7571859,-1355,-642,-6225,42000,42000,3.9483871459960938
7571869,-1519,-621,-6330,42000,42000,3.9483871459960938
7571879,-1663,-604,-6437,42000,42000,3.9483871459960938
7571889,-1815,-597,-6561,42000,42000,3.9483871459960938
7571899,-1975,-570,-6678,42000,42000,3.9536657333374023
7571909,-2126,-522,-6773,42000,42000,3.9536657333374023
7571919,-2280,-488,-6874,42000,42000,3.9536657333374023
7571929,-2432,-430,-6972,42000,42000,3.9536657333374023
7571939,-2605,-354,-7053,42000,42000,3.9536657333374023
7571949,-2766,-245,-7141,42000,42000,3.9536657333374023
